DIST|BLK|CLUST|SCODE|SNAME|MOI|STUID|CSEX|CLANG|CLASS|ASSMNTNAME|PROGNAME|1| 2a       | 2b       | 3a       | 3b       | 4a       | 4b       | 5a       | 5b       | 5c       | 6a       | 6b       | 6c       | 7a       | 7b       | 7c       
 bangalore rural | hosakote | alappanahalli   |36129| G HPS ALAPPANAHALLI            | kannada |1557804| female | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36025| G LPS THIMMAPPANAHALLI         | kannada |1682815| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36076| G HPS NANDAGUDI                | kannada |1558937| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0
 bangalore rural | hosakote | t agrahara      |36238| GUHPS THAMMARASANAHALLI        | urdu    |1562168| female | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0
 bangalore rural | hosakote | alappanahalli   |36131| G HPS KUMBALAHALLI             | kannada |1559009| male   | tamil         |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36219| GHPS DODDAHULLUR               | kannada |1560790| male   | telugu        |2| 2nd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | nelavagilu      |35908| G HPS CHIKKONDAHALLI           | kannada |1682887| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35972| G HPS MALLASANDRA              | kannada |1556920| male   | kannada       |2| 2nd Pretest     | English        |1|1|0| NA          |1|1|1|1| NA          |1|1|1|1| NA          | NA          | NA          
 bangalore rural | hosakote | bendiganahalli  |36070| GHPS ITTASANDRA                | kannada |1561915| female | kannada       |2| 2nd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | doddanallala    |36236| GHPS CHIKKATHAGGALI            | kannada |1562086| male   | kannada       |2| 2nd Pretest     | English        |0|1|1|0|1|1| NA          |0|1|1|1|1|1|1|1|0
 bangalore rural | hosakote | shivanapura     |36043| G HPS KARAPANAHALLI            | kannada |1558223| female | telugu        |2| 2nd Pretest     | English        |1|1|0|1|1|1|1|1|0|0|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36111| G LPS AREHALLI                 | kannada |1556995| female | kannada       |2| 2nd Pretest     | English        |1|1|1|0|1|1|1|1|1|1|1|1|1|0|1|1
 bangalore rural | hosakote | kalkunte        |36110| G HPS KALKUNTE AGRAHARA        | kannada |1609127| male   | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36198| GLPS CHOKKAHALLI               | kannada |1682664| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35974| G HPS NADUVATTI                | kannada |1559784| male   | kannada       |2| 2nd Pretest     | English        |1|1|0|1|0|1|0| NA          |1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36219| GHPS DODDAHULLUR               | kannada |1560786| female | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1| NA          |1|1|1|1|1| NA          |1|1| NA          |1
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1563394| female | telugu        | 2C            | 2nd Pretest     | English        |0|1|1|0|1|1|1|1|0|1|1|1|0|1|0|0
 bangalore rural | hosakote | thavarekere     |35949| G LPS GUGUTTAHALLI             | kannada |1560311| female | kannada       |2| 2nd Pretest     | English        |1|0|0|1|1|0|0|0|0|0|1|0|0|0|0|0
 bangalore rural | hosakote | jadigenahalli   |35957| G HPS ATTHIVATTA               | kannada |1558298| male   | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36040| G LPS MOTHAKADAHALLI           | kannada |1566328| male   | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0
 bangalore rural | hosakote | shivanapura     |36048| G LPS GADIGENAHALLI            | kannada |1559380| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0
 bangalore rural | hosakote | thavarekere     |35936| G HPS THAVAREKERE              | kannada |1607566| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36021| G HPS M. V. EXTN. HOSKOTE      | kannada |1683034| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36019| G KGMS HOSAKOTE                | kannada |1563147| male   | urdu          | 2D            | 2nd Pretest     | English        |1|1|1|0|0|1|1|1|1|1|1|1|0|0|1|0
 bangalore rural | hosakote | doddanallala    |35950| G HPS UMMALU                   | kannada |1660854| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36104| G HPS KHAJI HOSAHALLI          | kannada |1560336| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36080| G LPS  VADDAHALLI              | kannada |1682401| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36003| G HPS JINNAGARA                | kannada |1560624| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36024| G UHPS KHAJI MAKHAN            | urdu    |1558105| male   | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
 bangalore rural | hosakote | kalkunte        |35929| G LPS SHIVANAPURA              | kannada |1682066| female | kannada       |2| 2nd Pretest     | English        |1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |35927| G LPS MARASANDAHALLI           | kannada |1560760| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|0|1|0|0|1|1|1
 bangalore rural | hosakote | devanagundi     |35994| G HPS DEVANAGUNDI              | kannada |1566238| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | t agrahara      |36240| GHPS T AGRAHARA                | kannada |1562210| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|0|1|1|0|1|0|0
 bangalore rural | hosakote | samethanahalli  |35984| G LPS BELLI KERE               | kannada |1559461| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36220| GHPS NIDAGHATTA                | kannada |1560847| male   | kannada       |2| 2nd Pretest     | English        |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
 bangalore rural | hosakote | devanagundi     |35996| G UHPS MUTHKURU                | urdu    |1683016| female | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35939| G HPS HETTAKKI                 | kannada |1560199| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|0|0|1|0|0|1|0|1|0|1|1|0|0
 bangalore rural | hosakote | t agrahara      |36238| GUHPS THAMMARASANAHALLI        | urdu    |1647204| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36122| G HPS HASIGALA                 | kannada |1557626| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|0|0| NA          |1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |35959| G HPS OROHALLI                 | kannada |1562707| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|0
 bangalore rural | hosakote | jadigenahalli   |35969| G HPS KB HOSAHALLI             | kannada |1562199| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36022| G HPS DANDUPALYA               | kannada |1557303| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|1|1|0|0|0
 bangalore rural | hosakote | doddanhulluru   |36231| GULPS CHIKKAHULLUR             | urdu    |1660226| female | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
 bangalore rural | hosakote | shivanapura     |36045| G LPS D SHETTYHALLI            | kannada |1561222| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
 bangalore rural | hosakote | bilanarasapura  |36194|         GLKPS Bilanarasapura   | kannada |1561721| male   | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | t agrahara      |36239| GLPS BHUVANAHALLI              | kannada |1562189| female | telugu        |2| 2nd Pretest     | English        |1|1|1| NA          | NA          |1|1|1|0|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36211| GKLPS BHAKTARAHALLI            | kannada |1560513| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36116| G HPS GUNDURU                  | kannada |1558064| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1| NA          |1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |35967| G LPS HARALURU                 | kannada |1560981| female | kannada       |2| 2nd Pretest     | English        |1|0|0|0|0|0|0|1|1|0|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |36194|         GLKPS Bilanarasapura   | kannada |1660252| male   | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36070| GHPS ITTASANDRA                | kannada |1561912| male   | kannada       |2| 2nd Pretest     | English        |1|0|0|0| NA          |1|1|1|0|0|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36128| G UHPS SHANKANIPURA            | urdu    |1558802| female | urdu          |2| 2nd Pretest     | English        |1|1|1| NA          | NA          |1|1|1| NA          |1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36202| GLPS PILLAGUMPE                | kannada |1682567| female | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36649| GLPS CHEEMANDA HALLI           | kannada |1647969| male   | kannada       |2| 2nd Pretest     | English        | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1563286| female | telugu        | 2A            | 2nd Pretest     | English        |1|0|1|1|0|1|1|0|0|1|1|1|0|1|0|1
 bangalore rural | hosakote | samethanahalli  |35973| G LPS KORALURU                 | kannada |1660738| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36228| GLPS PETTANAHALLI              | kannada |1561484| female | kannada       |2| 2nd Pretest     | English        | NA          |0|0|0|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36063| G ULPS NIDAGHATTA              | urdu    |1562901| male   | urdu          |2| 2nd Pretest     | English        |1|1|0|0|0|1|1|0|1|1|1|0|0|0|1|0
 bangalore rural | hosakote | thavarekere     |35936| G HPS THAVAREKERE              | kannada |1607616| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1563395| female | telugu        | 2C            | 2nd Pretest     | English        |1|1|0|1|1|0|1|1|0|1|1|0|1|1|0|1
 bangalore rural | hosakote | hosakote town   |36022| G HPS DANDUPALYA               | kannada |1557292| male   | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0
 bangalore rural | hosakote | thavarekere     |35935| G LPS KALAPPANAHALLI           | kannada |1682507| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
 bangalore rural | hosakote | doddanhulluru   |36195|         GHPS Doddanallurahalli | kannada |1561008| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|0|0|1|1|0|0|0| NA          
 bangalore rural | hosakote | samethanahalli  |35982| G LPS KOTTURU                  | kannada |1561412| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36030| G LPS CHIKKA ARALAGERE         | kannada |1558509| male   | telugu        |2| 2nd Pretest     | English        |1|1|0|0| NA          |1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |36194|         GLKPS Bilanarasapura   | kannada |1561687| male   | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35938| G LPS BEERAHALLI               | kannada |1557559| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|0|0|1|1|0|0|1|1|0|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36198| GLPS CHOKKAHALLI               | kannada |1559339| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36201| GHPS SOMAPURA                  | kannada |1559481| male   | telugu        |2| 2nd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | shivanapura     |36189| GHPS SHIVANAPURA               | kannada |1558385| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36225| GHPS KURUBARAHALLI             | kannada |1561256| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|1|0| NA          | NA          
 bangalore rural | hosakote | hosakote town   |36019| G KGMS HOSAKOTE                | kannada |1563142| male   | kannada       | 2D            | 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|0
 bangalore rural | hosakote | hosakote town   |36015| G LPS SIDDARTHA NAGARA         | kannada |1682853| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|0|0|0|1|1|1|0|1|1|1|1|0|1
 bangalore rural | hosakote | devanagundi     |35996| G UHPS MUTHKURU                | urdu    |1564483| female | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | sulibele        |35880| G UHPS GIDDAPPANAHALLI         | urdu    |1558544| male   | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0
 bangalore rural | hosakote | hosakote town   |36021| G HPS M. V. EXTN. HOSKOTE      | kannada |1557348| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35979| G LPS NAGANAYAKANA KOTE        | kannada |1556958| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36231| GULPS CHIKKAHULLUR             | urdu    |1561595| male   | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |36230| GLPS OBALAHALLI                | kannada |1561532| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1| NA          | NA          | NA          |1|1|1|1|0|1|1|1|0
 bangalore rural | hosakote | doddanallala    |36235| GHPS DODDANALLALA              | kannada |1562042| male   | kannada       |2| 2nd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | doddanallala    |36204| GLPS THAGALIHOSAHALLI          | kannada |1695190| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1| NA          | NA          | NA          |1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |36196| GLPS DINNEKORATI               | kannada |1559283| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35977| G HPS BHODHANA HOSAHALLI       | kannada |1556858| female | marathi       |2| 2nd Pretest     | English        |0|0|0|0|0|0|0|1|1|1|1|1|1|1|0|1
 bangalore rural | hosakote | kalkunte        |36110| G HPS KALKUNTE AGRAHARA        | kannada |1692075| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|1|0|0|0
 bangalore rural | hosakote | doddanhulluru   |36201| GHPS SOMAPURA                  | kannada |1559479| female | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0
 bangalore rural | hosakote | thavarekere     |35936| G HPS THAVAREKERE              | kannada |1607586| male   | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |35970| G LPS GOVINDAPURA              | kannada |1560575| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0
 bangalore rural | hosakote | kalkunte        |36111| G LPS AREHALLI                 | kannada |1556988| male   | kannada       |2| 2nd Pretest     | English        |1|1|1| NA          |1|1|1|1|1|1|1|1| NA          |1|1|1
 bangalore rural | hosakote | sulibele        |36141| G ULPS JANATHA COLONY          | urdu    |1558518| male   | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1563239| male   | telugu        | 2B            | 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36100| G LPS HUNASEHALLI              | kannada |1660585| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|0|1|1|1|1|1|1|1|0|1|0|0
 bangalore rural | hosakote | samethanahalli  |35974| G HPS NADUVATTI                | kannada |1559798| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nelavagilu      |35912| G HPS NELAVAGILU               | kannada |1557498| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0
 bangalore rural | hosakote | thavarekere     |35932| G ULPS YELACHAHALLI            | urdu    |1566385| male   | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1| NA          | NA          |1|1|1|1|1|1|0|0|0
 bangalore rural | hosakote | bendiganahalli  |36186| GLPS CHEEMASANDRA              | kannada |1558252| male   | kannada       |2| 2nd Pretest     | English        |1|1|0|0|0|0|1|1|0|0|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36197| GLPS CHOLAPPANAHALLI           | kannada |1660208| female | kannada       |2| 2nd Pretest     | English        | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          |0|0|0|0|0|0
 bangalore rural | hosakote | shivanapura     |36046| G ULPS DODDENAHALLI            | urdu    |1566353| female | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35972| G HPS MALLASANDRA              | kannada |1682785| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0
 bangalore rural | hosakote | thavarekere     |35935| G LPS KALAPPANAHALLI           | kannada |1682510| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36087| GULPS THIRTHAHALLI             | urdu    |1682833| female | urdu          |2| 2nd Pretest     | English        |1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1
 bangalore rural | hosakote | beguru          |35885| G LPS M.SATHYAVARA             | kannada |1559681| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |35965| G LPS BELAMANGALA              | kannada |1562159| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36088| G MPS THARABAHALLI             | kannada |1682449| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|0|1|1|0|1|1|1|1|0|0
 bangalore rural | hosakote | vagata          |35985| G HPS THINDLU                  | kannada |1563116| female | kannada       |2| 2nd Pretest     | English        |0|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | beguru          |36188| GLPS MUTTUKADAHALLI            | kannada |1558348| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0
 bangalore rural | hosakote | alappanahalli   |36128| G UHPS SHANKANIPURA            | urdu    |1558794| male   | urdu          |2| 2nd Pretest     | English        | NA          | NA          | NA          | NA          | NA          |0| NA          |0| NA          | NA          |0| NA          | NA          | NA          | NA          | NA          
 bangalore rural | hosakote | hosakote town   |36024| G UHPS KHAJI MAKHAN            | urdu    |1683540| female | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1
 bangalore rural | hosakote | sulibele        |36141| G ULPS JANATHA COLONY          | urdu    |1558521| male   | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36025| G LPS THIMMAPPANAHALLI         | kannada |1558575| male   | telugu        |2| 2nd Pretest     | English        |1|1|1|0|1|1|1|0|1|0|0|0|1|1|0|1
 bangalore rural | hosakote | thavarekere     |35949| G LPS GUGUTTAHALLI             | kannada |1560307| female | kannada       |2| 2nd Pretest     | English        |1|0|0|1|1|1|1|0|0|0|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35938| G LPS BEERAHALLI               | kannada |1557566| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|0|0|0|0|1|0|0|0|1|0|0|1|0
 bangalore rural | hosakote | doddagattinabbe |36007| G LPS S. GUTTAHALLI            | kannada |1562817| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0
 bangalore rural | hosakote | doddagattinabbe |36208| GLPS POOJENA AGRAHARA          | kannada |1560090| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36086| G LPS NADUVINAPURA             | kannada |1557067| female | kannada       |2| 2nd Pretest     | English        |1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36043| G HPS KARAPANAHALLI            | kannada |1558221| male   | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0
 bangalore rural | hosakote | beguru          |35885| G LPS M.SATHYAVARA             | kannada |1559675| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36185| GHPS E - HOSAHALLI             | kannada |1558163| male   | kannada       |2| 2nd Pretest     | English        |1|0|0| NA          | NA          |0|0|1|1|0|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36195|         GHPS Doddanallurahalli | kannada |1561023| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|0|0|1|1|0|1|0| NA          | NA          
 bangalore rural | hosakote | samethanahalli  |35973| G LPS KORALURU                 | kannada |1687069| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35976| G HPS SAMETHANAHALLI           | kannada |1561572| male   | kannada       |2| 2nd Pretest     | English        |0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36189| GHPS SHIVANAPURA               | kannada |1683212| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36109| G HPS NARAYANA KERE            | kannada |1691932| female | hindi         |2| 2nd Pretest     | English        | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          
 bangalore rural | hosakote | doddanallala    |35960| G LPS DODDATHAGGALI            | kannada |1566610| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36114| G HPS THIRUVARANGA             | kannada |1561360| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|0|1|0|1|0|1|1
 bangalore rural | hosakote | jadigenahalli   |35971| G HPS KOLATHURU                | kannada |1560130| female | kannada       |2| 2nd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | samethanahalli  |35972| G HPS MALLASANDRA              | kannada |1556914| female | kannada       |2| 2nd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | hosakote town   |36021| G HPS M. V. EXTN. HOSKOTE      | kannada |1557343| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36053| G LPS GANJARLAHALLI            | kannada |1558466| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0
 bangalore rural | hosakote | alappanahalli   |36127| G LPS VABHASANDRA              | kannada |1682364| male   | kannada       |2| 2nd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | nandagudi       |36076| G HPS NANDAGUDI                | kannada |1558930| male   | kannada       |2| 2nd Pretest     | English        |1|1|0|0|1|1|0|0|1|0|1|1|1|1|0|0
 bangalore rural | hosakote | nandagudi       |36084| G LPS CHOKKASANDRA             | kannada |1560250| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
