DIST|BLK|CLUST|SCODE|SNAME|MOI|STUID|CSEX|CLANG|CLASS|ASSMNTNAME|PROGNAME|1| 2a       | 2b       | 3a       | 3b       | 4a       | 4b       | 5a       | 5b       | 5c       |6| 7a       | 7b       | 8a       | 8b       | 8c       | 9a       | 9b       | 9c       | 9d       | 10a      | 10b      | 10c      
 bangalore rural | hosakote | hosakote town   |36020| G HPS KURUBARAPETE             | kannada |1559224| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|0|1|0|0|1|1|1|1|1|0|0|1|1|1
 bangalore rural | hosakote | kalkunte        |36117| G LPS SIDDANAPURA              | kannada |1566202| female | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36106| G LPS KAMARASANAHALLY          | kannada |1561957| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|0|0|0|1|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35973| G LPS KORALURU                 | kannada |1660801| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1|1|1
 bangalore rural | hosakote | jadigenahalli   |35970| G LPS GOVINDAPURA              | kannada |1560602| male   | kannada       |4| 4th Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | doddanhulluru   |36225| GHPS KURUBARAHALLI             | kannada |1561349| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1| NA          | NA          |1|0|0| NA          | NA          |1|1|1|0|0| NA          | NA          |0|1|1|1
 bangalore rural | hosakote | bilanarasapura  |35921| G UHPS BOYS BNPURA             | urdu    |1682937| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |36194|         GLKPS Bilanarasapura   | kannada |1561821| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36088| G MPS THARABAHALLI             | kannada |1560417| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36224| GHPS MUGABALA                  | kannada |1561171| female | tamil         |4| 4th Pretest     | English        |1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36220| GHPS NIDAGHATTA                | kannada |1560885| female | kannada       |4| 4th Pretest     | English        |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| NA          | NA          | NA          | NA          |1|1|1
 bangalore rural | hosakote | nandagudi       |36078| G LPS HALEURU                  | kannada |1557050| male   | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36209| GKHPS KODIHALLI                | kannada |1560187| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36024| G UHPS KHAJI MAKHAN            | urdu    |1558141| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|0|1|0|1|1|0|1|0|1|1|1|1|1|0|0|1|1|1
 bangalore rural | hosakote | t agrahara      |36246| GHPS DODDARALAGERE             | kannada |1562364| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36110| G HPS KALKUNTE AGRAHARA        | kannada |1609174| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1563318| male   | kannada       | 4A            | 4th Pretest     | English        |1|1|1|0|0|1|1|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36226| GLPS GANAGALU                  | kannada |1561383| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35987| G LPS DEVALAPURA               | kannada |1682497| female | other         |4| 4th Pretest     | English        |1|1|1|0|0|1|1|0|0|1|1|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35984| G LPS BELLI KERE               | kannada |1683011| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36226| GLPS GANAGALU                  | kannada |1561388| male   | kannada       |4| 4th Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | jadigenahalli   |36089| G UHPS KATTIGENAHALLI          | urdu    |1563069| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |36194|         GLKPS Bilanarasapura   | kannada |1561824| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1563327| female | urdu          | 4A            | 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36021| G HPS M. V. EXTN. HOSKOTE      | kannada |1683149| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nelavagilu      |35918| G LPS MUDDANAHALLI             | kannada |1560192| female | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36197| GLPS CHOLAPPANAHALLI           | kannada |1559330| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0|1|1|1|0| NA          | NA          | NA          |1|1|1|1| NA          |1|0|1|1|1
 bangalore rural | hosakote | jadigenahalli   |35964| G ULPS GONAKANAHALLI           | urdu    |1560965| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36132| G LPS CHOWLU THOTA             | kannada |1552784| male   | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |36297| GKHPS KATTIGENAHALLI           | kannada |1622978| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35939| G HPS HETTAKKI                 | kannada |1560211| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|0|1|1|1
 bangalore rural | hosakote | devanagundi     |35987| G LPS DEVALAPURA               | kannada |1561541| female | kannada       |4| 4th Pretest     | English        |1|1|0|1|1|0|1|0|0|1|1|0|0|1|1|1|1|1|0|0|1|1|1
 bangalore rural | hosakote | kalkunte        |35929| G LPS SHIVANAPURA              | kannada |1566529| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36092| G HPS VAGATA                   | kannada |1660811| female | kannada       |4| 4th Pretest     | English        |1|1|0|0|0|0|0|1|0|1|0|0|0|1|1|1|0| NA          |1|0| NA          | NA          | NA          
 bangalore rural | hosakote | bilanarasapura  |36230| GLPS OBALAHALLI                | kannada |1561559| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35977| G HPS BHODHANA HOSAHALLI       | kannada |1556887| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |36194|         GLKPS Bilanarasapura   | kannada |1561796| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36199| GLPS CHIKKAHULLUR              | kannada |1559440| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1| NA          |1|1|1|1|0| NA          | NA          |1|1|1|1|0|0|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36121| G HPS KAMMASANDRA              | kannada |1557912| male   | kannada       |4| 4th Pretest     | English        |1|0|1|1|1|1|0|1|1|1|0|0|0|1|1|1|0|0|0|0|1|1|1
 bangalore rural | hosakote | samethanahalli  |35972| G HPS MALLASANDRA              | kannada |1556951| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0|0|1|1|1|1|0|0|1|1|1|0|0|0|1|1|1|1
 bangalore rural | hosakote | devanagundi     |36000| G LPS HANDENAHALLI             | kannada |1660912| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|0|1| NA          | NA          |0|0| NA          | NA          | NA          |1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36118| G LPS MARANAGERE               | kannada |1566526| female | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35986| G HPS DODDA DUNNASANDRA        | kannada |1561768| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36219| GHPS DODDAHULLUR               | kannada |1682548| female | hindi         |4| 4th Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | alappanahalli   |36128| G UHPS SHANKANIPURA            | urdu    |1558834| female | urdu          |4| 4th Pretest     | English        |1|1|0| NA          | NA          | NA          | NA          |0|1|0|0| NA          | NA          |1|1|1|0|0|0|0|1|1|1
 bangalore rural | hosakote | jadigenahalli   |35970| G LPS GOVINDAPURA              | kannada |1560592| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0|0|0|1|1|0|0|0|1|1|1|0|0|0|0|0|1|0
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1563322| male   | kannada       | 4A            | 4th Pretest     | English        |1|1|1|1|1|1|1|0|0|0|0|0|0|1|0|1|0|0|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |36089| G UHPS KATTIGENAHALLI          | urdu    |1681991| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36101| G HPS MAKANAHALLI              | kannada |1562125| female | kannada       |4| 4th Pretest     | English        |1|0|1|0|0|0|0|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1563407| male   | telugu        | 4C            | 4th Pretest     | English        |1|1|1|1|1|0|0|0|0|0|0|0|0|1|1|1|1|1|0|0|0|0|0
 bangalore rural | hosakote | devanagundi     |35990| G LPS D.MEDAHALLI              | kannada |1609113| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1| NA          |0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36189| GHPS SHIVANAPURA               | kannada |1558442| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|0|0|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nelavagilu      |35909| G HPS DALASAGERE               | kannada |1558694| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |35960| G LPS DODDATHAGGALI            | kannada |1566628| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36024| G UHPS KHAJI MAKHAN            | urdu    |1683564| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|0|1|0|1|0|1|1|0|1|0|1|1|0|1|0|1|0|1|1
 bangalore rural | hosakote | thavarekere     |35936| G HPS THAVAREKERE              | kannada |1607671| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36130| G LPS UPPARAHALLI              | kannada |1557488| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|0|0|0|0|1|1|1|0|1|1|1|0|0|0|0|1|1|1
 bangalore rural | hosakote | hosakote town   |36020| G HPS KURUBARAPETE             | kannada |1559217| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|1|0|1|1|1
 bangalore rural | hosakote | hosakote town   |36021| G HPS M. V. EXTN. HOSKOTE      | kannada |1557425| female | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36082| G UHPS N HOSAHALLI             | urdu    |1561070| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |35970| G LPS GOVINDAPURA              | kannada |1560595| female | kannada       |4| 4th Pretest     | English        |1|0|1|0|0|0|0|1|1|1|0|0|0|1|1|1|1|0|0|0|0|0|0
 bangalore rural | hosakote | devanagundi     |35987| G LPS DEVALAPURA               | kannada |1561539| female | kannada       |4| 4th Pretest     | English        |1|1|1|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35981| G LPS AJJAGONDANAHALLI         | kannada |1561503| female | bengali       |4| 4th Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | shivanapura     |36045| G LPS D SHETTYHALLI            | kannada |1561236| male   | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36078| G LPS HALEURU                  | kannada |1557049| male   | telugu        |4| 4th Pretest     | English        |1|0|1|1|0|0|0|1|1|1|0|1|0|1|1|1|1|1|1|0|1|1|1
 bangalore rural | hosakote | nelavagilu      |35912| G HPS NELAVAGILU               | kannada |1557543| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | t agrahara      |36245| GLPS HOSADIMBAHALLI            | kannada |1562299| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35980| G LPS HAROHALLI                | kannada |1559869| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36192| GHPS CG Nabe(chikkagattinabbe) | kannada |1560915| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |35957| G HPS ATTHIVATTA               | kannada |1558312| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1| NA          | NA          |1|1|0| NA          | NA          | NA          |1|1|1|1| NA          | NA          | NA          |1|1|1
 bangalore rural | hosakote | bilanarasapura  |35916| G HPS KORATI                   | kannada |1682719| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36195|         GHPS Doddanallurahalli | kannada |1561112| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0| NA          |1|1|0|0| NA          | NA          |1|1|1| NA          | NA          | NA          | NA          |1|1|1
 bangalore rural | hosakote | vagata          |36101| G HPS MAKANAHALLI              | kannada |1562110| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |35943| G LPS CHINANDAHALLI            | kannada |1561853| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0|0|1|0|1|0|0|0|1|1|1|1|0|0|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36208| GLPS POOJENA AGRAHARA          | kannada |1560151| male   | telugu        |4| 4th Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | thavarekere     |35933| G LPS CB COLONY                | kannada |1682466| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |35959| G HPS OROHALLI                 | kannada |1562719| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|0|1|1| NA          |1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36094| G LPS DEVASHETTYHALLI          | kannada |1562811| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36078| G LPS HALEURU                  | kannada |1557048| male   | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36045| G LPS D SHETTYHALLI            | kannada |1683337| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1
 bangalore rural | hosakote | sulibele        |36140| G UHPS SULIBELE                | urdu    |1660981| male   | urdu          |4| 4th Pretest     | English        |1|0|1| NA          | NA          |1|0|0|0|0|0|0|1|1|1|1|0|1|0|0|1|1|1
 bangalore rural | hosakote | shivanapura     |36040| G LPS MOTHAKADAHALLI           | kannada |1566366| female | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|0|1|1|1|1|1|0|0|1|1|1|1|1|1|0|1|1|1
 bangalore rural | hosakote | beguru          |35891| G HPS BEGURU                   | kannada |1552595| male   | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|0|1|1|1|1|0| NA          | NA          |1|1|1|0| NA          | NA          | NA          |1|1|1
 bangalore rural | hosakote | bendiganahalli  |36028| G LPS DYAVASANDRA              | kannada |1558611| male   | kannada       |4| 4th Pretest     | English        |1|1|1|0|1|0| NA          |0|0|0|0| NA          | NA          |1|1|1|0| NA          |1| NA          |1|1|1
 bangalore rural | hosakote | beguru          |36188| GLPS MUTTUKADAHALLI            | kannada |1558360| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0| NA          |1|1|0|0| NA          | NA          |1|1|1|0|0|0|0|1|1|1
 bangalore rural | hosakote | devanagundi     |35994| G HPS DEVANAGUNDI              | kannada |1682442| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36076| G HPS NANDAGUDI                | kannada |1559002| female | kannada       |4| 4th Pretest     | English        |1|1|0|1|1|1|1|1|1|1|1| NA          |1|1|1|1|1|0|1|0|1|1|1
 bangalore rural | hosakote | hosakote town   |36021| G HPS M. V. EXTN. HOSKOTE      | kannada |1557431| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1| NA          | NA          | NA          |1|1|1|1|1|1|0|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35983| G HPS MUTHASANDRA              | kannada |1552674| female | kannada       |4| 4th Pretest     | English        |1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | beguru          |35886| G HPS KAMBALIPURA              | kannada |1557763| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|0|1|1|1|0|0| NA          |1|1|1|0| NA          |0| NA          |1|1|1
 bangalore rural | hosakote | beguru          |35891| G HPS BEGURU                   | kannada |1552574| female | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|0|1|1| NA          |0| NA          | NA          |1|1|1| NA          | NA          | NA          | NA          |1|1|1
 bangalore rural | hosakote | vagata          |36088| G MPS THARABAHALLI             | kannada |1560410| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|0|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |35966| G HPS JADIGENAHALLI            | kannada |1682765| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1
 bangalore rural | hosakote | beguru          |35902| G HPS MALLIMAKANAPURA          | kannada |1559113| female | kannada       |4| 4th Pretest     | English        |1|1|0| NA          |1|1|1|1|1|1|0|0| NA          |1|1|1|1| NA          |1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36202| GLPS PILLAGUMPE                | kannada |1559624| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|0|0|1|1|1|1
 bangalore rural | hosakote | vagata          |36088| G MPS THARABAHALLI             | kannada |1560403| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0|1|1|0|1|1|0|0|1|1|1|0|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36200| GHPS GOTTIPURA                 | kannada |1559468| male   | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36185| GHPS E - HOSAHALLI             | kannada |1558173| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|0|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36076| G HPS NANDAGUDI                | kannada |1692514| male   | kannada       |4| 4th Pretest     | English        |1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1| NA          |1| NA          |1|1|1
 bangalore rural | hosakote | samethanahalli  |35976| G HPS SAMETHANAHALLI           | kannada |1682677| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35996| G UHPS MUTHKURU                | urdu    |1564468| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35972| G HPS MALLASANDRA              | kannada |1556937| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1
 bangalore rural | hosakote | doddanallala    |35954| G LPS APPASANDRA               | kannada |1563105| female | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36046| G ULPS DODDENAHALLI            | urdu    |1566373| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36021| G HPS M. V. EXTN. HOSKOTE      | kannada |1557445| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36046| G ULPS DODDENAHALLI            | urdu    |1566369| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35976| G HPS SAMETHANAHALLI           | kannada |1682675| male   | kannada       |4| 4th Pretest     | English        |1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36190| GHPS ANUPAHALLI                | kannada |1558633| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|0|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36208| GLPS POOJENA AGRAHARA          | kannada |1560129| male   | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35995| G HPS MUTHKURU                 | kannada |1560002| male   | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|0|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35993| G HPS ANUGONDANAHALLI          | kannada |1682417| female | kannada       |4| 4th Pretest     | English        |1|1|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1
 bangalore rural | hosakote | thavarekere     |35935| G LPS KALAPPANAHALLI           | kannada |1558784| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36211| GKLPS BHAKTARAHALLI            | kannada |1560548| male   | kannada       |4| 4th Pretest     | English        |1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1
 bangalore rural | hosakote | nandagudi       |36081| G HPS N.HOSAHALLI              | kannada |1558865| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1683282| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35976| G HPS SAMETHANAHALLI           | kannada |1561682| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36119| G HPS GANAGALURU               | kannada |1558085| female | kannada       |4| 4th Pretest     | English        |1|1| NA          |1|1|1|1|0| NA          |1|0|0|1|1|1|1|1|1|1|1|1|1|1
