DIST|BLK|CLUST|SCODE|SNAME|MOI|STUID|CSEX|CLANG|CLASS|ASSMNTNAME|PROGNAME|1| 2a       | 2b       | 3a       | 3b       | 4a       | 4b       | 5a       | 5b       | 6a       | 6b       | 6c       | 7a       | 7b       | 7c       | 7d       | 7e       | 7f       | 8a       | 8b       | 8c       | 9a       | 9b       | 9c       | 9d       
 bangalore rural | hosakote | mugbala         |35943| G LPS CHINANDAHALLI            | kannada |1565016| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|0|1|1|0|0|0|1|1|1|1|0|0|1|1|1|1|0|0|1
 bangalore rural | hosakote | mugbala         |36193| GHPS Chikkanahalli             | kannada |1560735| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1| NA          |0|1|1| NA          |1|1|1| NA          |1|1|1|1|1|1|1|1|0| NA          |1
 bangalore rural | hosakote | mugbala         |36222| GHPS VOLAGERE PURA             | kannada |1560935| female | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36128| G UHPS SHANKANIPURA            | urdu    |1558810| male   | urdu          |3| 3rd Pretest     | English        |0|0|0| NA          | NA          |1|1| NA          | NA          |1|1| NA          |1|1|1|1|1|1|0|0|0| NA          | NA          | NA          | NA          
 bangalore rural | hosakote | kalkunte        |36113| G LPS THATTANUR                | kannada |1560037| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | t agrahara      |36239| GLPS BHUVANAHALLI              | kannada |1562194| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | t agrahara      |36246| GHPS DODDARALAGERE             | kannada |1562335| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |36237| GHPS DODDENAHALLI              | kannada |1562127| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36124| G HPS SONNAHALLIPURA           | kannada |1557788| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|0| NA          |1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1
 bangalore rural | hosakote | doddanhulluru   |36199| GLPS CHIKKAHULLUR              | kannada |1559417| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36023| G UHPS HOSAKOTE                | urdu    |1683623| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36025| G LPS THIMMAPPANAHALLI         | kannada |1558583| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |35943| G LPS CHINANDAHALLI            | kannada |1565021| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|0|0|0|1|1|0|0|1|1|1|1|0|1|1|1|1|1|1|1|1|0
 bangalore rural | hosakote | doddagattinabbe |36192| GHPS CG Nabe(chikkagattinabbe) | kannada |1560902| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |36000| G LPS HANDENAHALLI             | kannada |1660901| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1| NA          |1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36040| G LPS MOTHAKADAHALLI           | kannada |1660175| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|1|1
 bangalore rural | hosakote | shivanapura     |36045| G LPS D SHETTYHALLI            | kannada |1561224| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35994| G HPS DEVANAGUNDI              | kannada |1682432| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36208| GLPS POOJENA AGRAHARA          | kannada |1560112| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|0|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|0
 bangalore rural | hosakote | bilanarasapura  |35921| G UHPS BOYS BNPURA             | urdu    |1682920| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |36235| GHPS DODDANALLALA              | kannada |1695014| female | kannada       |3| 3rd Pretest     | English        |0|0|0|1|1|0|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1| NA          | NA          | NA          
 bangalore rural | hosakote | samethanahalli  |35972| G HPS MALLASANDRA              | kannada |1556925| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|1|1|0|0|1|1
 bangalore rural | hosakote | nandagudi       |36076| G HPS NANDAGUDI                | kannada |1558949| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35934| G LPS MANCHAPPANAHALLI         | kannada |1558730| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1| NA          |1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |35916| G HPS KORATI                   | kannada |1693153| female | kannada       |3| 3rd Pretest     | English        |1|1|1|0| NA          |1|1|0|1| NA          |0|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36115| G HPS BAGURU                   | kannada |1561297| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35934| G LPS MANCHAPPANAHALLI         | kannada |1558720| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36189| GHPS SHIVANAPURA               | kannada |1558422| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|0|0|0|1|0|1|1|1|1|1|1|1|1|1|0|1|0|0
 bangalore rural | hosakote | bendiganahalli  |36025| G LPS THIMMAPPANAHALLI         | kannada |1558585| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |36089| G UHPS KATTIGENAHALLI          | urdu    |1563034| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |36273| GLPS BANDAHALLI                | kannada |1559130| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36117| G LPS SIDDANAPURA              | kannada |1566190| female | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35936| G HPS THAVAREKERE              | kannada |1557131| female | kannada       | 3B            | 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36129| G HPS ALAPPANAHALLI            | kannada |1557820| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nelavagilu      |36072| G HPS HINDIGANALA              | kannada |1562758| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36101| G HPS MAKANAHALLI              | kannada |1562100| female | kannada       |3| 3rd Pretest     | English        |1|1|0|0|0|0|1|0|0|0|1|1|1|1|1|1| NA          | NA          |1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |35959| G HPS OROHALLI                 | kannada |1562709| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35936| G HPS THAVAREKERE              | kannada |1557152| female | kannada       | 3A            | 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |36089| G UHPS KATTIGENAHALLI          | urdu    |1562995| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35974| G HPS NADUVATTI                | kannada |1559810| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36093| G ULPS VAGATA                  | urdu    |1560546| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | beguru          |35886| G HPS KAMBALIPURA              | kannada |1557744| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35994| G HPS DEVANAGUNDI              | kannada |1566281| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36115| G HPS BAGURU                   | kannada |1561293| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36223| GLPS MYLAPURA                  | kannada |1560995| male   | kannada       |3| 3rd Pretest     | English        |1|0|1|1|0|1|1|0|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nelavagilu      |35911| G LPS YETHONODEYANAPURA        | kannada |1560161| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |35915| G HPS KARAHALLI                | kannada |1562747| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1| NA          |1|1
 bangalore rural | hosakote | beguru          |35888| G HPS E. MUTHASANDRA           | kannada |1557950| female | telugu        |3| 3rd Pretest     | English        |1|1|1|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1| NA          | NA          |1
 bangalore rural | hosakote | jadigenahalli   |35958| G HPS SOLURU                   | kannada |1562235| male   | kannada       |3| 3rd Pretest     | English        |1|0|1|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36070| GHPS ITTASANDRA                | kannada |1561927| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|0|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0
 bangalore rural | hosakote | doddagattinabbe |36227| GHPS KANNURHALLI               | kannada |1561467| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36121| G HPS KAMMASANDRA              | kannada |1557902| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|0|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35981| G LPS AJJAGONDANAHALLI         | kannada |1682976| male   | kannada       |3| 3rd Pretest     | English        |1|1| NA          |0|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
 bangalore rural | hosakote | samethanahalli  |35974| G HPS NADUVATTI                | kannada |1559811| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36022| G HPS DANDUPALYA               | kannada |1557321| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|0|0|1|1|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |36237| GHPS DODDENAHALLI              | kannada |1645415| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|0
 bangalore rural | hosakote | hosakote town   |36022| G HPS DANDUPALYA               | kannada |1557313| female | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36198| GLPS CHOKKAHALLI               | kannada |1682670| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1
 bangalore rural | hosakote | bilanarasapura  |36194|         GLKPS Bilanarasapura   | kannada |1682783| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | beguru          |35886| G HPS KAMBALIPURA              | kannada |1557757| female | kannada       |3| 3rd Pretest     | English        |1|1|1|0|1|1|1|1|1|1|1|0|1| NA          |1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36224| GHPS MUGABALA                  | kannada |1561127| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36117| G LPS SIDDANAPURA              | kannada |1566186| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36029| G HPS BENDIGANAHALLI           | kannada |1558603| male   | telugu        |3| 3rd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | mugbala         |36193| GHPS Chikkanahalli             | kannada |1560740| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1| NA          |1|1|0|1| NA          |1|1|1|1|1|1|1|1|1|1|1|1|0|1
 bangalore rural | hosakote | shivanapura     |36051| G HPS MALIYAPPANAHALLI         | kannada |1558205| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35992| G LPS OBALAPURA                | kannada |1660822| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|0|1|1| NA          |1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | beguru          |35891| G HPS BEGURU                   | kannada |1552555| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1| NA          | NA          |1|1|1|1|1|1|1|1|1|1|1|1|1| NA          | NA          | NA          
 bangalore rural | hosakote | kalkunte        |36113| G LPS THATTANUR                | kannada |1560043| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1| NA          | NA          | NA          |1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36104| G HPS KHAJI HOSAHALLI          | kannada |1682490| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1
 bangalore rural | hosakote | vagata          |36092| G HPS VAGATA                   | kannada |1562044| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |35964| G ULPS GONAKANAHALLI           | urdu    |1560960| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |36229| GLPS ULAVANAHALLI              | kannada |1561507| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36131| G HPS KUMBALAHALLI             | kannada |1559032| male   | tamil         |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | t agrahara      |36245| GLPS HOSADIMBAHALLI            | kannada |1562295| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36054| G LPS BHEEMAPURA               | kannada |1560590| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36076| G HPS NANDAGUDI                | kannada |1558969| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36082| G UHPS N HOSAHALLI             | urdu    |1561060| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nelavagilu      |35912| G HPS NELAVAGILU               | kannada |1557510| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1| NA          |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35936| G HPS THAVAREKERE              | kannada |1607548| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | t agrahara      |36244| GHPS GOLLAHALLI                | kannada |1562307| male   | kannada       |3| 3rd Pretest     | English        |1|0|0|1|1|1|1|1|1|0|1|1|1|1|0|0|0|1|1|1|1|0|0|0|0
 bangalore rural | hosakote | nelavagilu      |35909| G HPS DALASAGERE               | kannada |1558689| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35994| G HPS DEVANAGUNDI              | kannada |1566269| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36132| G LPS CHOWLU THOTA             | kannada |1552757| male   | tamil         |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35935| G LPS KALAPPANAHALLI           | kannada |1558768| female | tamil         |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36193| GHPS Chikkanahalli             | kannada |1560743| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|0| NA          |1|0|1|1|1|1|1|1|1|1|1|1| NA          |0
 bangalore rural | hosakote | samethanahalli  |35975| G HPS THIRUMALA SHETTIHALLI    | kannada |1692024| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36078| G LPS HALEURU                  | kannada |1557042| male   | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35976| G HPS SAMETHANAHALLI           | kannada |1561657| male   | kannada       |3| 3rd Pretest     | English        |1|0|1|0|1|1|1|1|0|1|1|0|1|0|1|1|0|1|0|1|0|0|1|1|0
 bangalore rural | hosakote | beguru          |35888| G HPS E. MUTHASANDRA           | kannada |1557946| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|0|0|0|0|1| NA          | NA          |1
 bangalore rural | hosakote | hosakote town   |36023| G UHPS HOSAKOTE                | urdu    |1563179| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36052| G LPS BISANAHALLI              | kannada |1558053| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36077| G UHPS NANDAGUDI               | urdu    |1561149| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36102| G LPS DODDADASARAHALLI         | kannada |1562244| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | sulibele        |36141| G ULPS JANATHA COLONY          | urdu    |1558523| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36019| G KGMS HOSAKOTE                | kannada |1660325| female | kannada       | 3A            | 3rd Pretest     | English        |0|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |36194|         GLKPS Bilanarasapura   | kannada |1561770| male   | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | sulibele        |36140| G UHPS SULIBELE                | urdu    |1660979| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36019| G KGMS HOSAKOTE                | kannada |1559563| female | telugu        | 3A            | 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | beguru          |35902| G HPS MALLIMAKANAPURA          | kannada |1681958| male   | kannada       |3| 3rd Pretest     | English        |1|0| NA          |1|0|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1| NA          | NA          | NA          | NA          
 bangalore rural | hosakote | doddanhulluru   |36203| GHPS DASARAHALLI               | kannada |1559729| female | tamil         |3| 3rd Pretest     | English        |1|1|1|0| NA          |1|1|0|0|1|0| NA          | NA          | NA          |1|1|1|1| NA          |1|1|1|1|1| NA          
 bangalore rural | hosakote | vagata          |36092| G HPS VAGATA                   | kannada |1562059| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36111| G LPS AREHALLI                 | kannada |1556998| female | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36043| G HPS KARAPANAHALLI            | kannada |1558228| female | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36203| GHPS DASARAHALLI               | kannada |1559733| male   | tamil         |3| 3rd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | samethanahalli  |35982| G LPS KOTTURU                  | kannada |1561419| female | kannada       |3| 3rd Pretest     | English        |1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36101| G HPS MAKANAHALLI              | kannada |1562105| female | kannada       |3| 3rd Pretest     | English        |1|1|0|0|0|1|1|0|0|0|0|0|1| NA          |1|1|1|1|1|1|1|0|1|1|0
 bangalore rural | hosakote | thavarekere     |35941| G LPS GANGAPURA                | kannada |1566256| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35953| G LPS YELACHAMANAHALLI         | kannada |1558889| female | telugu        |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
 bangalore rural | hosakote | nandagudi       |36084| G LPS CHOKKASANDRA             | kannada |1560270| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|0|0| NA          | NA          |1|1|1|1|1|1|1|1|1|1|1|1|1| NA          |1|0
 bangalore rural | hosakote | devanagundi     |35993| G HPS ANUGONDANAHALLI          | kannada |1560067| male   | hindi         |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1| NA          |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nelavagilu      |35906| G LPS LAKSHMIPURA              | kannada |1564835| male   | kannada       |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |36001| G ULPS HANDENAHALLI            | urdu    |1683044| female | urdu          |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35934| G LPS MANCHAPPANAHALLI         | kannada |1558732| male   | tamil         |3| 3rd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
