DIST|BLK|CLUST|SCODE|SNAME|MOI|STUID|CSEX|CLANG|ASSMNTNAME|PROGNAME|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|
' bangalore '|' bangalore state        '|' wilson garden                   '|34107|' SIDDA PURA 2             '|' kannada '|1685569|' male   '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|0|
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34129|' MUSLIM COLONY            '|' kannada '|1683684|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|0|1|0|1|1|1|1|1|1|1|0|1|0|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34121|' RIZWAN COMPOUND          '|' kannada '|1686268|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|0|0|0|0|1|0|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33730|' ILAYAZ NAGAR             '|' kannada '|1685598|' male   '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34144|' REHMATH NAGAR            '|' kannada '|1686164|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|1|1|0|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34124|' JYOTHINAGAR 1            '|' kannada '|1685987|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|0|0|1|1|1|1|1|1|1|1|0|1|1|0|0|1|1|1|0|1|0|||||||||
' bangalore '|' sumangali seva ashrama '|' kodihalli                       '|34138|' ISLAMPURA                '|' kannada '|1683847|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33730|' ILAYAZ NAGAR             '|' kannada '|1685655|' male   '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|0|0|0|0|0|0|1|1|0|0|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|
' bangalore '|' bangalore state        '|' banashankari                    '|33730|' ILAYAZ NAGAR             '|' kannada '|1685724|' male   '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34129|' MUSLIM COLONY            '|' kannada '|1683687|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|0|1|1|1|1|1|1|1|1|1|0|1|0|1|0|0|1|1|0|1|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34131|' ANANDAPURA 1             '|' kannada '|1685890|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34129|' MUSLIM COLONY            '|' kannada '|1683674|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1|1|0|1|1|0|1|0|||||||||
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34129|' MUSLIM COLONY            '|' kannada '|1683701|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|0|1|1|1|0|1|1|0|1|1|1|1|1|0|1|1|1|0|0|0|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|35468|' RAGGAPPA BLOCK           '|' kannada '|1686387|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|||||||||
' bangalore '|' bangalore state        '|' wilson garden                   '|34067|' ADUGODI POLICE QUARTRESS '|' kannada '|1686094|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34128|' GOVINDAPURA 1            '|' kannada '|1685410|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|0|1|1|1|1|1|0|1|1|1|0|0|0|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34122|' JYOTHINAGAR              '|' kannada '|1686001|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|34052|' TILAK NAGAR (JAYANAGAR)  '|' kannada '|1686277|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|0|1|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33730|' ILAYAZ NAGAR             '|' kannada '|1685624|' male   '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|0|0|0|0|0|0|0|0|0|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
' bangalore '|' bangalore state        '|' banashankari                    '|33737|' YARABNAGAR-2             '|' kannada '|1685864|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|0|1|1|1|1|1|1|0|0|0|0|1|0|0|0|0|1|1|0|||||||||
' bangalore '|' bangalore state        '|' wilson garden                   '|34107|' SIDDA PURA 2             '|' kannada '|1685789|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|0|1|1|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|30518|' CAUVERI NAGAR 2          '|' kannada '|1686106|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33730|' ILAYAZ NAGAR             '|' kannada '|1685484|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|30518|' CAUVERI NAGAR 2          '|' kannada '|1686066|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34130|' MODI ROAD 2              '|' kannada '|1685673|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34144|' REHMATH NAGAR            '|' kannada '|1686150|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34117|' SONNAPPA GARDEN          '|' kannada '|1683819|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|0|0|1|0|1|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33730|' ILAYAZ NAGAR             '|' kannada '|1685652|' female '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|
' bangalore '|' bangalore state        '|' banashankari                    '|33730|' ILAYAZ NAGAR             '|' kannada '|1685720|' female '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34129|' MUSLIM COLONY            '|' kannada '|1683724|' female '|' urdu          '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|0|1|1|1|0|1|0|1|1|1|0|0|1|1|1|1|0|0|0|1|0|1|0|0|1|1|1|1|1|
' bangalore '|' bangalore state        '|' banashankari                    '|33730|' ILAYAZ NAGAR             '|' kannada '|1685535|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|35468|' RAGGAPPA BLOCK           '|' kannada '|1686344|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|30518|' CAUVERI NAGAR 2          '|' kannada '|1686051|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|0|1|1|1|1|1|1|0|1|1|1|1|1|0|0|0|0|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34144|' REHMATH NAGAR            '|' kannada '|1686135|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34122|' JYOTHINAGAR              '|' kannada '|1685974|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34142|' BANGAR GIRI              '|' kannada '|1685907|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|0|0|1|1|1|1|1|1|1|1|0|1|1|0|1|1|0|1|1|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34144|' REHMATH NAGAR            '|' kannada '|1686123|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|0|1|1|1|1|1|0|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|34052|' TILAK NAGAR (JAYANAGAR)  '|' kannada '|1686244|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|0|1|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33730|' ILAYAZ NAGAR             '|' kannada '|1685449|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34137|' SUGAR MANDI              '|' kannada '|1686165|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|0|1|1|1|0|0|0|1|1|1|1|0|1|1|1|||||||||
' bangalore '|' bangalore state        '|' wilson garden                   '|34067|' ADUGODI POLICE QUARTRESS '|' kannada '|1686111|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|0|0|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33730|' ILAYAZ NAGAR             '|' kannada '|1685662|' female '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|0|0|0|1|1|0|0|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|
' bangalore '|' sumangali seva ashrama '|' kodihalli                       '|34136|' ANANDAPURAM              '|' kannada '|1502874|' female '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|
' bangalore '|' bangalore state        '|' banashankari                    '|34052|' TILAK NAGAR (JAYANAGAR)  '|' kannada '|1686246|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' bangalore central      '|' netaji 2nd circle               '|34060|' MOODALAPALYA - 3         '|' kannada '|1686288|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|0|0|1|1|1|1|1|0|1|0|1|1|1|1|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' kodihalli                       '|34136|' ANANDAPURAM              '|' kannada '|1683788|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|0|1|1|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' kodihalli                       '|34136|' ANANDAPURAM              '|' kannada '|1683792|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|0|1|1|1|0|0|1|1|1|1|1|0|0|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33730|' ILAYAZ NAGAR             '|' kannada '|1685619|' female '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|0|0|0|0|0|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
' bangalore '|' bangalore state        '|' wilson garden                   '|34107|' SIDDA PURA 2             '|' kannada '|1685749|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|0|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|0|1|1|0|1|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33730|' ILAYAZ NAGAR             '|' kannada '|1685591|' female '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34124|' JYOTHINAGAR 1            '|' kannada '|1685994|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|0|0|1|1|1|1|1|1|1|1|1|0|1|1|0|0|0|1|1|0|0|||||||||
' bangalore '|' bangalore state        '|' wilson garden                   '|34107|' SIDDA PURA 2             '|' kannada '|1685758|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' kodihalli                       '|34136|' ANANDAPURAM              '|' kannada '|1683781|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34144|' REHMATH NAGAR            '|' kannada '|1686222|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|35468|' RAGGAPPA BLOCK           '|' kannada '|1686356|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|0|1|0|1|0|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34137|' SUGAR MANDI              '|' kannada '|1686211|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|0|1|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34130|' MODI ROAD 2              '|' kannada '|1685639|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|0|1|1|1|0|1|1|0|1|1|0|0|1|1|1|0|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33730|' ILAYAZ NAGAR             '|' kannada '|1685435|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|34052|' TILAK NAGAR (JAYANAGAR)  '|' kannada '|1686229|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34131|' ANANDAPURA 1             '|' kannada '|1685873|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' kodihalli                       '|34136|' ANANDAPURAM              '|' kannada '|1683775|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|0|0|0|1|1|0|1|0|0|0|1|0|1|1|0|0|1|1|1|1|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34129|' MUSLIM COLONY            '|' kannada '|1683702|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|0|1|0|1|1|1|1|1|0|0|1|1|0|1|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34135|' GOVINDAPURA 3            '|' kannada '|1685940|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|0|0|1|1|1|0|1|0|1|1|1|0|1|1|1|0|0|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33730|' ILAYAZ NAGAR             '|' kannada '|1685495|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|35468|' RAGGAPPA BLOCK           '|' kannada '|1686327|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|||||||||
' bangalore '|' bangalore state        '|' wilson garden                   '|34107|' SIDDA PURA 2             '|' kannada '|1685627|' female '|' urdu          '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|0|1|1|0|1|1|1|0|0|1|1|0|1|0|1|1|1|1|1|1|1|1|0|0|0|0|
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|35468|' RAGGAPPA BLOCK           '|' kannada '|1686401|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|0|0|0|0|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34120|' A K COLONY               '|' kannada '|1685538|' male   '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|0|0|
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34122|' JYOTHINAGAR              '|' kannada '|1685967|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' kodihalli                       '|34138|' ISLAMPURA                '|' kannada '|1683853|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|0|0|1|0|1|1|1|1|1|0|1|1|1|0|0|0|0|0|0|0|0|||||||||
' bangalore '|' bangalore central      '|' netaji 2nd circle               '|34060|' MOODALAPALYA - 3         '|' kannada '|1686269|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|0|1|1|0|0|1|0|1|1|1|0|1|1|1|1|1|1|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34129|' MUSLIM COLONY            '|' kannada '|1683692|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|0|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34144|' REHMATH NAGAR            '|' kannada '|1686153|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|0|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34132|' GOVINDAPURA 2            '|' kannada '|1685982|' female '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34144|' REHMATH NAGAR            '|' kannada '|1686159|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|30518|' CAUVERI NAGAR 2          '|' kannada '|1686125|' female '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|1|0|1|0|1|1|0|0|0|0|1|0|1|1|1|1|1|1|1|0|1|1|0|0|1|1|
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34130|' MODI ROAD 2              '|' kannada '|1685600|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|0|1|1|1|0|1|0|1|1|0|0|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34128|' GOVINDAPURA 1            '|' kannada '|1685470|' female '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|0|0|1|1|1|1|1|0|1|1|0|1|1|0|1|1|0|1|1|0|0|1|1|1|0|1|
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34135|' GOVINDAPURA 3            '|' kannada '|1685939|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|1|0|1|1|1|1|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|30518|' CAUVERI NAGAR 2          '|' kannada '|1686095|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|||||||||
' bangalore '|' bangalore central      '|' sir m vishweshwariah 1st circle '|35478|' KALYAN NAGAR             '|' kannada '|1683907|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34131|' ANANDAPURA 1             '|' kannada '|1685901|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34129|' MUSLIM COLONY            '|' kannada '|1683700|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|0|1|1|1|1|1|1|1|1|0|0|1|1|1|0|0|1|0|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|35468|' RAGGAPPA BLOCK           '|' kannada '|1686420|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' kodihalli                       '|34136|' ANANDAPURAM              '|' kannada '|1683751|' male   '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|
' bangalore '|' bangalore state        '|' banashankari                    '|33737|' YARABNAGAR-2             '|' kannada '|1685863|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|0|1|1|0|0|0|1|1|1|0|0|1|0|1|0|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34137|' SUGAR MANDI              '|' kannada '|1686214|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|0|0|0|0|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34142|' BANGAR GIRI              '|' kannada '|1685917|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|0|0|0|0|0|1|0|1|1|0|1|0|0|0|1|1|0|1|1|1|0|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|34052|' TILAK NAGAR (JAYANAGAR)  '|' kannada '|1686299|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|0|0|1|1|0|0|1|0|1|1|1|1|1|0|1|||||||||
' bangalore '|' sumangali seva ashrama '|' kodihalli                       '|34136|' ANANDAPURAM              '|' kannada '|1683789|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|0|1|1|0|0|||||||||
