 district |       block        |          cluster          | school_code |             school_name             | no_of_classroom | lowest_class | highest_class | no_of_teachers | no_of_students | no_of_headteacher 
 RAICHUR  | SINDHANUR          | T.B.P.CAMP SINDHANUR      |29060818302| GLPS LAXMI CAMP TBP                 |2|1|5|5|135|0
 RAICHUR  | SINDHANUR          | T.B.P.CAMP SINDHANUR      |29060818304| GHPS URDU PWD CAMP  SINDHANUR       |3|1|7|3|60|0
 RAICHUR  | SINDHANUR          | THIDIGOL                  |29060807401| GHPS KANIHAL                        |4|1|7|6|190|0
 RAICHUR  | SINDHANUR          | THIDIGOL                  |29060808201| UGHPS KURAKUNDA                     |10|1|8|11|404|0
 RAICHUR  | SINDHANUR          | THIDIGOL                  |29060808203| GLPS SHIVARAMA NAGARA CAMP          |3|1|5|2|38|0
 RAICHUR  | SINDHANUR          | THIDIGOL                  |29060808204| GLPS HARIJANAWADI KURKUNDA          |2|1|4|2|83|0
 RAICHUR  | SINDHANUR          | THIDIGOL                  |29060809701| GHPS NIDIGOL                        |10|1|7|6|157|1
 RAICHUR  | SINDHANUR          | THIDIGOL                  |29060809702| GLPS NIDIGOL CAMP                   |2|1|5|2|40|0
 RAICHUR  | SINDHANUR          | THIDIGOL                  |29060811701| GHPS THIDIGOL                       |7|1|7|8|243|1
 RAICHUR  | SINDHANUR          | THIDIGOL                  |29060811705| GLPS TIDIGOL CAMP                   |2|1|3|2|40|0
 RAICHUR  | SINDHANUR          | THIDIGOL                  |29060812011| GHPS SCHOOL GUDADAMMA               |2|1|5|2|25|0
 RAICHUR  | SINDHANUR          | THIDIGOL                  |29060812501| UGHPS UPPALADODDI                   |8|1|8|10|256|1
 RAICHUR  | SINDHANUR          | TURVIHAL                  |29060804905| GHPS GUNJAHALLI CAMP                |4|1|7|7|122|0
 RAICHUR  | SINDHANUR          | TURVIHAL                  |29060812001| GHPS KOTE THURVIHAL                 |7|1|8|13|415|0
 RAICHUR  | SINDHANUR          | TURVIHAL                  |29060812002| GLPS HARAJANAWADITURVIHAL           |5|1|7|7|237|0
 RAICHUR  | SINDHANUR          | TURVIHAL                  |29060812003| GMHPS TURVIHAL                      |9|1|8|16|455|0
 RAICHUR  | SINDHANUR          | TURVIHAL                  |29060812004| GLPS MADHYCAMP                      |2|1|7|3|57|0
 RAICHUR  | SINDHANUR          | TURVIHAL                  |29060812006| GLPS BASAVANNACAMP                  |7|1|7|2|61|0
 RAICHUR  | SINDHANUR          | TURVIHAL                  |29060812007| GLPS SRINIVASCAMP                   |3|1|7|2|29|0
 RAICHUR  | SINDHANUR          | TURVIHAL                  |29060812010| GLPS URDU TURVIHAL                  |4|1|7|4|92|0
 RAICHUR  | SINDHANUR          | TURVIHAL                  |29060812026| GHPS RAGHAVENDRA CAMP               |2|1|5|3|39|0
 RAICHUR  | SINDHANUR          | TURVIHAL                  |29060812027| GLPS HOSUR CAMP                     |2|1|5|3|39|0
 RAICHUR  | SINDHANUR          | TURVIHAL                  |29060812029| GLPS RAGHAVENDRA NAGAR,TURVIHAL     |2|1|5|2|69|0
 RAICHUR  | SINDHANUR          | TURVIHAL                  |29060812030| GLPS UPPALADODDI CAMP NO-2          |5|1|5|2|30|0
 RAICHUR  | SINDHANUR          | TURVIHAL                  |29060812031| GLPS MARUTI NAGAR(JH CAMP)          |2|1|5|2|36|0
 YADAGIRI | SHAHAPUR           | BENDEBEMBALI              |29330701401| GOVT HPS BENDEBEMBALI               |7|1|8|5|520|1
 YADAGIRI | SHAHAPUR           | BENDEBEMBALI              |29330701402| GOVT LPS BENDEBEMBALLI              |2|1|5|3|46|0
 YADAGIRI | SHAHAPUR           | BENDEBEMBALI              |29330701404| GOVT LPS AMDBEDKARNAGARNAGAR        |1|1|5|0|66|0
 YADAGIRI | SHAHAPUR           | BENDEBEMBALI              |29330704901| GOVT  LPS ABASIHAL                  |2|1|5|3|33|0
 YADAGIRI | SHAHAPUR           | BENDEBEMBALI              |29330704902| GOVT  LPS ABASIHAL GATE             |3|1|5|2|54|0
 YADAGIRI | SHAHAPUR           | BENDEBEMBALI              |29330706801| GOVT LPS ITAGA                      |4|1|5|3|54|0
 YADAGIRI | SHAHAPUR           | BENDEBEMBALI              |29330707901| GOVT LPS KODAL                      |4|1|8|2|138|0
 YADAGIRI | SHAHAPUR           | BENDEBEMBALI              |29330708101| GOVT LPS KADARAPUR                  |2|1|5|2|72|0
 YADAGIRI | SHAHAPUR           | BENDEBEMBALI              |29330711601| GOVT LPS ROTANADAGI                 |5|1|8|5|155|0
 YADAGIRI | SHAHAPUR           | BENDEBEMBALI              |29330713601| GOVT HPS TUMAKUR                    |8|1|8|10|414|1
 YADAGIRI | SHAHAPUR           | BENDEBEMBALI              |29330713602| GOVT LPS  URDU TUMAKUR              |2|1|5|2|76|0
 YADAGIRI | SHAHAPUR           | B.GUDI                    |29330702101| GOVT HPS B.GUDI                     |13|1|8|17|434|1
 YADAGIRI | SHAHAPUR           | B.GUDI                    |29330702104| GLPS URDU B GUDI                    |4|1|8|2|52|0
 YADAGIRI | SHAHAPUR           | B.GUDI                    |29330703401| GOVT LPS DIGGI                      |10|1|8|5|225|1
 YADAGIRI | SHAHAPUR           | B.GUDI                    |29330703403| GOVT L.P.S DIGGI  TANDA             |2|1|5|2|47|0
 YADAGIRI | SHAHAPUR           | B.GUDI                    |29330705101| GOVT LPS HALBHAVI                   |3|1|5|3|65|0
 YADAGIRI | SHAHAPUR           | B.GUDI                    |29330706601| GOVT LPS INGALAGI                   |2|1|5|3|120|0
 YADAGIRI | SHAHAPUR           | B.GUDI                    |29330706602| GLPS URDU INGALGI                   |2|1|5|2|32|0
 YADAGIRI | SHAHAPUR           | B.GUDI                    |29330709401| GOVT LPS MADANAL                    |7|1|8|4|237|1
 YADAGIRI | SHAHAPUR           | B.GUDI                    |29330709701| GOVT LPS MAKTAPUR                   |4|1|5|3|67|0
 YADAGIRI | SHAHAPUR           | B.GUDI                    |29330712403| GOVT LPS SAKHAPURA                  |4|1|5|3|60|0
 YADAGIRI | SHAHAPUR           | B.GUDI                    |29330712404| SHAKAPUR TANDA                      |2|1|5|2|44|0
 YADAGIRI | SHAHAPUR           | B.GUDI                    |29330714601| GOVT LPS URDU HOTHPET               |3|1|5|2|36|0
 YADAGIRI | SHAHAPUR           | B.GUDI                    |29330714602| GOVT LPS MUNDINTANDA HOTPETH        |2|1|5|2|45|0
 YADAGIRI | SHAHAPUR           | B.GUDI                    |29330714603| GOVT LPS HOTAPETH NADAVINTANDA      |3|1|5|3|57|0
 YADAGIRI | SHAHAPUR           | B.GUDI                    |29330714604| GOVT HPS HOTHPET                    |14|1|8|6|372|0
 YADAGIRI | SHAHAPUR           | B.GUDI                    |29330714605| GOVT LPS MELINA TANDA HOTHPETH      |3|1|5|3|73|0
 YADAGIRI | SHAHAPUR           | B.GUDI                    |29330715501| GOVT LPS HULKAL ( K )               |10|1|8|8|260|1
 YADAGIRI | SHAHAPUR           | B.GUDI                    |29330716201| GOVT LPS KANCHANA KAVI              |7|1|5|3|74|0
 YADAGIRI | SHAHAPUR           | BILAWAR                   |29330700101| GOVT LPS AGANIHAL                   |5|1|5|5|76|1
 YADAGIRI | SHAHAPUR           | BILAWAR                   |29330701801| GOVT LPS BENAKANAHALLI(K)           |2|1|5|2|51|0
 YADAGIRI | SHAHAPUR           | BILAWAR                   |29330702301| GOVT HPS BILAHAR                    |12|1|8|10|294|1
 YADAGIRI | SHAHAPUR           | BILAWAR                   |29330702302| GOVT LPS URDU BILHAR                |2|1|5|3|27|0
 YADAGIRI | SHAHAPUR           | BILAWAR                   |29330702501| GOVT LPS BOODINAL                   |2|1|5|2|37|0
 YADAGIRI | SHAHAPUR           | BILAWAR                   |29330704101| GOVT LPS GONAL                      |2|1|5|3|102|0
 YADAGIRI | SHAHAPUR           | BILAWAR                   |29330704801| GOVT LPS GUNDALOOR                  |2|1|5|2|95|0
 YADAGIRI | SHAHAPUR           | BILAWAR                   |29330704802| GOVT LPS URDU GUNDALOOR             |2|1|5|0|5|0
 YADAGIRI | SHAHAPUR           | BILAWAR                   |29330706901| GOVT LPS JOLADJEDAGO                |8|1|8|4|201|0
 YADAGIRI | SHAHAPUR           | BILAWAR                   |29330707301| GOVT LPS KANDAHALLI                 |5|1|5|4|172|0
 YADAGIRI | SHAHAPUR           | BILAWAR                   |29330708301| GOVT LPS KONAHALLI                  |4|1|5|4|135|0
 YADAGIRI | SHAHAPUR           | BILAWAR                   |29330708501| GOVT LPS KONGANDA [W]               |5|1|8|3|51|0
 YADAGIRI | SHAHAPUR           | BILAWAR                   |29330709301| GOVT LPS MACHANOOR                  |5|1|8|4|128|1
 YADAGIRI | SHAHAPUR           | BILAWAR                   |29330712701| GOVT LPS SHIVANOOR                  |1|1|5|2|30|0
 YADAGIRI | SHAHAPUR           | BILAWAR                   |29330712801| GOVT LPS SHIVAPUR                   |9|1|8|6|262|1
 YADAGIRI | SHAHAPUR           | BILAWAR                   |29330713001| GOVT LPS SUGUR                      |4|1|5|1|52|0
 YADAGIRI | SHAHAPUR           | CHATTNALLI                |29330701201| GOVT LPS BALKAL                     |7|1|8|5|203|0
 YADAGIRI | SHAHAPUR           | CHATTNALLI                |29330702201| GOVT LPS BIDARANI                   |6|1|8|2|152|0
 YADAGIRI | SHAHAPUR           | CHATTNALLI                |29330703001| GOVT HPS CHETANALLI                 |14|1|8|5|443|1
 YADAGIRI | SHAHAPUR           | CHATTNALLI                |29330703002| GOVT LPS CHATNALLI TANDA            |1|1|5|2|15|0
 YADAGIRI | SHAHAPUR           | CHATTNALLI                |29330703003| GOVT LPS BASAVESHWARNAGAR           |1|1|5|2|114|0
 YADAGIRI | SHAHAPUR           | CHATTNALLI                |29330703005| GOVT LPS URDU CHATNALLI             |3|1|5|2|32|0
 YADAGIRI | SHAHAPUR           | CHATTNALLI                |29330705001| GOVT LPS HABBALI                    |5|1|5|2|55|1
 YADAGIRI | SHAHAPUR           | CHATTNALLI                |29330706501| GOVT HPS IBRAHIMPUR                 |10|1|8|4|337|2
 YADAGIRI | SHAHAPUR           | CHATTNALLI                |29330706502| GOVT LPS URDU IBRAHIMPUR            |2|1|5|2|38|0
 YADAGIRI | SHAHAPUR           | CHATTNALLI                |29330706503| GOVT LPS IBRAHIMPUR TANDA           |2|1|5|2|56|0
 YADAGIRI | SHAHAPUR           | CHATTNALLI                |29330707601| GOVT LPS KARANAGI                   |3|1|5|2|74|0
 YADAGIRI | SHAHAPUR           | CHATTNALLI                |29330710301| GOVT LPS MARAMKAL                   |4|1|5|1|90|0
 YADAGIRI | SHAHAPUR           | CHATTNALLI                |29330710702| GOVT HPS NALWADGI                   |4|1|5|4|92|0
 YADAGIRI | SHAHAPUR           | CHATTNALLI                |29330710903| GOVT LPS NAYAKAL TANDA              |2|1|5|2|34|0
 YADAGIRI | SHAHAPUR           | CHATTNALLI                |29330713101| GOVT LPS TANGADAGI                  |8|1|8|4|258|0
 YADAGIRI | SHAHAPUR           | DARSHANAPUR               |29330702701| GOVT HPS CHAMANAL                   |10|1|8|8|279|1
 YADAGIRI | SHAHAPUR           | DARSHANAPUR               |29330702702| GOVT LPS CHAMANAL TANDA             |7|1|8|5|35|1
 YADAGIRI | SHAHAPUR           | DARSHANAPUR               |29330702705| LPS MADDI TANDA CHAMANAL            |2|1|5|2|63|0
 YADAGIRI | SHAHAPUR           | DARSHANAPUR               |29330702801| GOVT HPS CHANDAPUR                  |8|1|8|9|284|1
 YADAGIRI | SHAHAPUR           | DARSHANAPUR               |29330702803| GOVT LPS KELAGINA TANDA CHANDAPUR   |2|1|5|1|49|0
 YADAGIRI | SHAHAPUR           | DARSHANAPUR               |29330702804| GOVT MELINA TANDA CHANDAPUR         |3|1|5|2|62|0
 YADAGIRI | SHAHAPUR           | DARSHANAPUR               |29330703201| GOVT HPS DARSHANAPUR                |10|1|8|8|348|1
 YADAGIRI | SHAHAPUR           | DARSHANAPUR               |29330704501| GOVT LPS GUNDAPUR                   |6|1|8|5|195|1
 YADAGIRI | SHAHAPUR           | DARSHANAPUR               |29330716601| GOVT LPS NADIHAL                    |5|1|8|5|150|0
 YADAGIRI | SHAHAPUR           | DARSHANAPUR               |29330716602| GOVT LPS DESUNAIK TANDA NADIHAL     |2|1|5|1|27|0
 YADAGIRI | SHAHAPUR           | DORANALLI                 |29330702001| GOVT HPS BEVINHALLI                 |8|1|8|9|235|1
 YADAGIRI | SHAHAPUR           | DORANALLI                 |29330703601| GOVTY MPS DORANALLI                 |14|1|8|14|542|0
 YADAGIRI | SHAHAPUR           | DORANALLI                 |29330703602| GOVT LPS DORANALLI CAMP             |2|1|5|2|81|0
 YADAGIRI | SHAHAPUR           | DORANALLI                 |29330703603| GOVT LPS DORANALLI TANDA            |3|1|5|3|45|0
 YADAGIRI | SHAHAPUR           | DORANALLI                 |29330703607| GOVT HPS URDU DORANAHALLI           |5|1|8|4|165|0
 YADAGIRI | SHAHAPUR           | DORANALLI                 |29330703608| GHPS AMBEDKAR NAGAR DORANHALLI      |7|1|8|5|386|1
 YADAGIRI | SHAHAPUR           | DORANALLI                 |29330703609| GLPS HIRE AGASI DORNAHALLI          |5|1|8|4|340|0
 YADAGIRI | SHAHAPUR           | DORANALLI                 |29330704701| GOVT HPS GUNDAHALLI                 |8|1|8|7|273|1
 YADAGIRI | SHAHAPUR           | DORANALLI                 |29330704702| GOVT HPS GUNDAHALLI TANDA           |7|1|8|7|213|1
 YADAGIRI | SHAHAPUR           | DORANALLI                 |29330707801| GOVT HPS KHANAPUR                   |8|1|8|8|552|1
 YADAGIRI | SHAHAPUR           | DORANALLI                 |29330707802| GOVT LPS KHANAPUR CAMP              |3|1|5|2|15|0
 YADAGIRI | SHAHAPUR           | DORANALLI                 |29330707803| GLPS URDU KANAPUR                   |4|1|5|3|35|0
 YADAGIRI | SHAHAPUR           | DORANALLI                 |29330710001| GOVT LPS MANAGANAL                  |4|1|5|3|124|0
 YADAGIRI | SHAHAPUR           | GOGI                      |29330704001| GOVT HPS OLD GOGI                   |5|1|8|9|211|1
 YADAGIRI | SHAHAPUR           | GOGI                      |29330704002| GOVT HPS OLD GOGI [URDU]            |6|1|8|7|186|1
 YADAGIRI | SHAHAPUR           | GOGI                      |29330704005| GOVT LPS GOGI TANDA                 |2|1|5|1|36|0
 YADAGIRI | SHAHAPUR           | GOGI                      |29330704006| GOVT LPS GOGI GANGUNAIK TANDA       |2|1|5|3|70|0
 YADAGIRI | SHAHAPUR           | GOGI                      |29330704007| GOVT HPS DANGANAYAK TANDA           |4|1|8|6|141|1
 YADAGIRI | SHAHAPUR           | GOGI                      |29330704015| GLPS SEVANAYAKA TANDA GOGI (K)      |2|1|5|2|11|0
 YADAGIRI | SHAHAPUR           | GOGI                      |29330704022| GOVT BYARIERDODDI LPS BGUDI         |2|1|5|2|29|0
 YADAGIRI | SHAHAPUR           | GOGI                      |29330706001| GOVT HPS HOSAKERA                   |9|1|8|8|301|1
 YADAGIRI | SHAHAPUR           | GOGI                      |29330706002| GOVT HPS BANGALA TANDA              |3|1|8|1|81|0
 YADAGIRI | SHAHAPUR           | GOGI                      |29330706003| GOVT LPS MELIN TANDA                |3|1|5|2|34|0
 YADAGIRI | SHAHAPUR           | GOGI                      |29330706004| GOVT LPS CHANDRAKALADODDI           |2|1|5|2|16|0
 YADAGIRI | SHAHAPUR           | GOGI                      |29330706005| LPS BADERDODDI                      |4|1|5|3|37|0
 YADAGIRI | SHAHAPUR           | GOGI                      |29330711201| GOVT HPS RAJAPUR ( B )              |6|1|8|4|148|0
 YADAGIRI | SHAHAPUR           | GOGI                      |29330712201| GOVT HPS SETTIKERA                  |8|1|8|7|250|1
 YADAGIRI | SHAHAPUR           | GOGI                      |29330712202| GOVT LPS SETTIKERA DODDA            |4|1|8|5|100|1
 YADAGIRI | SHAHAPUR           | GOGI                      |29330712203| GOVT LPS CHANNAPPAN DODDI           |2|1|5|2|27|0
 YADAGIRI | SHAHAPUR           | HALGERA                   |29330700801| GOVT HPS ARJUNAGI                   |8|1|8|6|207|1
 YADAGIRI | SHAHAPUR           | HALGERA                   |29330703701| GOVT LPS GADDESUGUR                 |5|1|8|6|254|0
 YADAGIRI | SHAHAPUR           | HALGERA                   |29330703902| GOVT HPS GODIHAL                    |7|1|8|2|182|1
 YADAGIRI | SHAHAPUR           | HALGERA                   |29330705201| GOVT HPS HALGERA                    |10|1|8|9|332|1
 YADAGIRI | SHAHAPUR           | HALGERA                   |29330705203| GOVT LPS AMBEDKARNAGAR HALGERA      |2|1|5|2|107|0
 YADAGIRI | SHAHAPUR           | HALGERA                   |29330705901| GOVT LPS HORATOOR                   |3|1|5|4|165|0
 YADAGIRI | SHAHAPUR           | HALGERA                   |29330708901| GOVT LPS KUMANOOR                   |6|1|8|4|110|0
 YADAGIRI | SHAHAPUR           | HALGERA                   |29330709801| GOVT LPS MALAHALLI                  |8|1|8|4|232|1
 YADAGIRI | SHAHAPUR           | HALGERA                   |29330713201| GOVT LPS TEKARAL                    |7|1|8|5|171|1
 YADAGIRI | SHAHAPUR           | HALGERA                   |29330713901| GOVT HPS ULLESUGUR                  |8|1|8|4|320|1
 YADAGIRI | SHAHAPUR           | HALGERA                   |29330713902| GOVT LPS ULLESUGUR TANDA            |1|1|5|1|56|0
 YADAGIRI | SHAHAPUR           | HALGERA                   |29330713903| GLPS URDU ULLESUGUR                 |3|1|5|1|62|0
 YADAGIRI | SHAHAPUR           | HALGERA                   |29330713904| GLPS SRIRANGAPUR                    |4|1|5|2|34|0
 YADAGIRI | SHAHAPUR           | HALISAGAR                 |29330705301| GOVT HPS HALLISAGAR                 |10|1|8|12|612|1
 YADAGIRI | SHAHAPUR           | HALISAGAR                 |29330705302| GOVT LPS HALLISAGAR URDU            |3|1|5|3|40|0
 YADAGIRI | SHAHAPUR           | HALISAGAR                 |29330705303| GOVT LPS GANGANAGAR                 |9|1|8|7|291|1
 YADAGIRI | SHAHAPUR           | HALISAGAR                 |29330705309| GOVT LPS HOUSINGBOARD COLONY        |2|1|5|2|29|0
 YADAGIRI | SHAHAPUR           | HALISAGAR                 |29330712204| GLPS INDIRA NAGAR SHAHAPUR          |4|1|5|2|70|0
 YADAGIRI | SHAHAPUR           | HALISAGAR                 |29330712308| GOVT LPS KEB COLONY SHSHAPUR        |3|1|5|2|37|0
 YADAGIRI | SHAHAPUR           | HALISAGAR                 |29330712309| GOVT LPS PETH SHAHAPUR              |12|1|8|7|307|1
 YADAGIRI | SHAHAPUR           | HALISAGAR                 |29330712312| GOVT HPS BOYS SHAHAPUR              |11|1|8|9|285|0
 YADAGIRI | SHAHAPUR           | HALISAGAR                 |29330712326| GOVT HPS FILTERBED SHAHAPUR         |5|1|8|8|220|1
 YADAGIRI | SHAHAPUR           | HALISAGAR                 |29330712327| GLPS URDU SHAHAPURPETH SHAHAPU      |7|1|8|11|272|1
 YADAGIRI | SHAHAPUR           | HALISAGAR(SOUTH)          |29330702109| ADARSHA VIDHYALAYA BGUDI            |1|8|8|4|188|1
 YADAGIRI | SHAHAPUR           | HALISAGAR(SOUTH)          |29330703402| GOVT L.P.S DIGGI BESA               |3|1|5|3|78|0
 YADAGIRI | SHAHAPUR           | HALISAGAR(SOUTH)          |29330709901| GOVT HPS MAMADAPUR                  |7|1|8|7|240|1
 YADAGIRI | SHAHAPUR           | HALISAGAR(SOUTH)          |29330711301| GOVT LPS RAKAMAGERA                 |2|1|5|2|61|0
 YADAGIRI | SHAHAPUR           | HALISAGAR(SOUTH)          |29330712304| GOVT HPS GUTTIPETH SHAHAPUR         |7|1|8|9|249|1
 YADAGIRI | SHAHAPUR           | HALISAGAR(SOUTH)          |29330712305| GOVT HPS HALLIPETH                  |9|1|8|10|259|1
 YADAGIRI | SHAHAPUR           | HALISAGAR(SOUTH)          |29330712311| GOVT HPS SHAHAPUR GIRLS             |9|1|8|10|312|1
 YADAGIRI | SHAHAPUR           | HALISAGAR(SOUTH)          |29330712322| GOVT LPS URDU GANDHICHOWK           |5|1|8|6|275|3
 YADAGIRI | SHAHAPUR           | HALISAGAR(SOUTH)          |29330712324| GOVT LPS KANYA KOLUR AGASI          |4|1|5|3|113|1
 YADAGIRI | SHAHAPUR           | HALISAGAR(SOUTH)          |29330712348| KGBV SHAHPUR                        |4|5|8|3|106|0
 YADAGIRI | SHAHAPUR           | HALISAGAR(SOUTH)          |29330712358| GLPS NEW ASHRAYA COLONY SHAHAPUR    |2|1|5|0|75|0
 YADAGIRI | SHAHAPUR           | HALISAGAR(SOUTH)          |29330716401| GOVT HPS URDU KHVASAPURA            |13|1|8|17|501|1
 YADAGIRI | SHAHAPUR           | HATTIGUDUR                |29330701701| GOVT HPS BIRANOOR                   |9|1|8|9|393|1
 YADAGIRI | SHAHAPUR           | HATTIGUDUR                |29330704201| GOVT LPS GOUDOOR                    |3|1|5|3|83|0
 YADAGIRI | SHAHAPUR           | HATTIGUDUR                |29330705601| GOVT HPS HATTIGUDUR                 |9|1|8|9|347|1
 YADAGIRI | SHAHAPUR           | HATTIGUDUR                |29330705602| GLPS URDU HATTIGUDUR                |2|1|5|3|39|0
 YADAGIRI | SHAHAPUR           | HATTIGUDUR                |29330705603| GLPS AMBEDKAR NAGAR HATTIGUDUR      |3|1|5|1|127|0
 YADAGIRI | SHAHAPUR           | HATTIGUDUR                |29330707701| GOVT LPS KATAMALLI                  |2|1|5|2|117|0
 YADAGIRI | SHAHAPUR           | HATTIGUDUR                |29330708202| GOVHPS KOLLUR (M)                   |8|1|8|5|500|1
 YADAGIRI | SHAHAPUR           | HATTIGUDUR                |29330708401| GOVT LPS KONGANDA [S]               |7|1|8|7|257|1
 YADAGIRI | SHAHAPUR           | HATTIGUDUR                |29330710101| GOVT LPS MANDAGULLI                 |3|1|5|1|77|0
 YADAGIRI | SHAHAPUR           | HATTIGUDUR                |29330710201| GOVT LPS MARKAL                     |5|1|5|3|103|0
 YADAGIRI | SHAHAPUR           | HATTIGUDUR                |29330710502| GOVT LPS MUNAMUTAGI                 |7|1|8|7|175|1
 YADAGIRI | SHAHAPUR           | HATTIGUDUR                |29330711001| GOVT LPS PARASAPUR                  |3|1|5|2|94|0
 YADAGIRI | SHAHAPUR           | HATTIGUDUR                |29330712101| GOVT LPS SAWOOR                     |2|1|5|2|97|0
 YADAGIRI | SHAHAPUR           | HATTIGUDUR                |29330713501| GOVT LPS TONNUR                     |5|1|8|2|159|0
 YADAGIRI | SHAHAPUR           | HATTIGUDUR                |29330715701| GOVT LPS NANDI HALLI                |5|1|5|3|125|0
 YADAGIRI | SHAHAPUR           | HAYYAL (B)                |29330700501| GOVT LPS ANAKSUGUR Q                |2|1|5|3|108|0
 YADAGIRI | SHAHAPUR           | HAYYAL (B)                |29330700902| GOVT HPS AIKUR                      |7|1|8|4|453|0
 YADAGIRI | SHAHAPUR           | HAYYAL (B)                |29330701501| GOVT LPS BASAVANTPUR                |5|1|8|4|172|1
 YADAGIRI | SHAHAPUR           | HAYYAL (B)                |29330703101| GOVT LPS CHENNUR [J]                |2|1|5|1|64|0
 YADAGIRI | SHAHAPUR           | HAYYAL (B)                |29330704301| GOVT LPS GONDENOOR                  |6|1|8|2|193|1
 YADAGIRI | SHAHAPUR           | HAYYAL (B)                |29330705801| GOVT HPS HAYYAL [B]                 |4|1|8|7|414|0
 YADAGIRI | SHAHAPUR           | HAYYAL (B)                |29330708601| GOVT HPS KONKAL                     |8|1|8|6|427|1
 YADAGIRI | SHAHAPUR           | HAYYAL (B)                |29330709001| GOVT LPS KURIHAL                    |4|1|5|1|112|0
 YADAGIRI | SHAHAPUR           | HAYYAL (B)                |29330709501| GOVT LPS MADARKAL                   |5|1|8|6|269|0
 YADAGIRI | SHAHAPUR           | HAYYAL (B)                |29330714401| GOVT LPS YAKACHINTI                 |4|1|5|2|112|0
 YADAGIRI | SHAHAPUR           | KANNEKOLLUR               |29330707401| GOVT HPS KANYAKOLLUR                |7|1|8|10|403|1
 YADAGIRI | SHAHAPUR           | KANNEKOLLUR               |29330707402| GOVT LPS URDU KANYA KOLLUR          |3|1|8|6|121|0
 YADAGIRI | SHAHAPUR           | KANNEKOLLUR               |29330707403| GOVT LPS KANYA KOLLUR TANDA         |3|1|5|2|50|0
 YADAGIRI | SHAHAPUR           | KANNEKOLLUR               |29330707405| GOVT LPS AMBEDKARNAGAR KANYAKOLLUR  |2|1|5|0|65|0
 YADAGIRI | SHAHAPUR           | KANNEKOLLUR               |29330713301| GOVT LPS TIPANALLI                  |4|1|5|3|80|0
 YADAGIRI | SHAHAPUR           | KANNEKOLLUR               |29330713302| GLPS URDU TIPPNAHALLI               |2|1|5|3|48|0
 YADAGIRI | SHAHAPUR           | KANNEKOLLUR               |29330713401| GOVT LPS TOKAPUR                    |5|1|8|3|219|0
 YADAGIRI | SHAHAPUR           | KANNEKOLLUR               |29330713402| GOVT LPS TOKAPUR TANDA              |2|1|5|1|16|1
 YADAGIRI | SHAHAPUR           | KANNEKOLLUR               |29330713403| GLPS URDU TOKAPUR                   |2|1|5|3|35|0
 YADAGIRI | SHAHAPUR           | KANNEKOLLUR               |29330716101| GOVT LPS BENAKANAHALLI ( J )        |4|1|5|4|128|1
 YADAGIRI | SHAHAPUR           | KANNEKOLLUR               |29330716701| GOVT HPS  JAPA NAIK TANDA           |3|1|5|2|57|1
 YADAGIRI | SHAHAPUR           | KURKUNDA                  |29330705401| GOVT LPS HANCHANAL                  |5|1|8|1|144|0
 YADAGIRI | SHAHAPUR           | KURKUNDA                  |29330709101| GOVT HPS KURAKUNDA                  |9|1|8|7|507|1
 YADAGIRI | SHAHAPUR           | KURKUNDA                  |29330709102| GOVT HPS KURKUNDA [URDU]            |8|1|8|6|185|1
 YADAGIRI | SHAHAPUR           | KURKUNDA                  |29330709103| AMBEDKAR NAGAR KURKUNDA             |3|1|5|2|125|0
 YADAGIRI | SHAHAPUR           | KURKUNDA                  |29330709201| GOVT HPS KYATANAL                   |8|1|8|7|335|0
 YADAGIRI | SHAHAPUR           | KURKUNDA                  |29330709202| GOVT LPS URDU KYATNAL               |0|1|5|0|36|0
 YADAGIRI | SHAHAPUR           | KURKUNDA                  |29330714501| GOVT HPS KADAMAGERA                 |4|1|8|6|329|1
 YADAGIRI | SHAHAPUR           | MADRAKI                   |29330700701| GOVT LPS ARALAHALLI                 |5|1|5|3|120|0
 YADAGIRI | SHAHAPUR           | MADRAKI                   |29330708001| GOVT LPS KODAMANHALLI               |4|1|8|4|140|0
 YADAGIRI | SHAHAPUR           | MADRAKI                   |29330709601| GOVT HPS MADDARKI                   |9|1|8|6|264|1
 YADAGIRI | SHAHAPUR           | MADRAKI                   |29330709603| GLPS AMBEDKAR NAGAR MADRIKI         |5|1|5|2|92|0
 YADAGIRI | SHAHAPUR           | MADRAKI                   |29330709604| GLPS URDU MADRIKI                   |3|1|8|3|80|0
 YADAGIRI | SHAHAPUR           | MADRAKI                   |29330709607| GLPS SYEDNAGAR MADDI MADDARKI       |2|1|5|2|77|0
 YADAGIRI | SHAHAPUR           | MADRAKI                   |29330710401| GOVT HPS MUDABOOL                   |8|1|8|8|514|1
 YADAGIRI | SHAHAPUR           | MADRAKI                   |29330710403| AMBEDKAR NAGAR MUDBOOL              |3|1|5|3|102|0
 YADAGIRI | SHAHAPUR           | MADRAKI                   |29330710404| GOVT LPS URDU MUDABOOL              |2|1|5|2|82|0
 YADAGIRI | SHAHAPUR           | MADRAKI                   |29330712001| GOVT LPS SALADPUR                   |2|1|5|3|116|0
 YADAGIRI | SHAHAPUR           | MADRAKI                   |29330712901| GOVT LPS SINGANHALLI                |4|1|8|3|153|0
 YADAGIRI | SHAHAPUR           | MADRAKI                   |29330712902| GOVT LPS SINGANHALLI TANDA          |2|1|5|2|38|0
